"File","ScriptName","RequestNumber","Product"
"medication_administration\medication_administration_transaction\src\main\ccl\mp_clinical_summary\mp_clinical_get_br_component.prg","mp_clinical_get_br_component","N/A","Discern ABU Services"
"medication_administration\medication_administration_transaction\src\main\ccl\mp_clinical_summary\mp_clinical_get_br_mpage.prg","mp_clinical_get_br_mpage","N/A",""
"medication_administration\medication_administration_transaction\src\main\ccl\mp_clinical_summary\mp_clinical_get_followup.prg","mp_clinical_get_followup","N/A","Discern Custom Programming"
"medication_administration\medication_administration_transaction\src\main\ccl\mp_clinical_summary\mp_clinical_get_patient_instructions.prg","mp_clinical_get_pat_education.prg","","Discern MPages"
"medication_administration\medication_administration_transaction\src\main\ccl\mp_clinical_summary\mp_clinical_get_pat_inst.prg","mp_clinical_get_pat_inst","","Discern MPages"
"medication_administration\medication_administration_transaction\src\main\ccl\mp_clinical_summary\mp_clinical_get_url.prg","","",""
"medication_administration\medication_administration_transaction\src\main\ccl\mp_clinical_summary\mp_clinical_note.prg","mp_clinical_note","","Discern MPages"
"medication_administration\medication_administration_transaction\src\main\ccl\mp_clinical_summary\mp_clinical_pat_edu_ack.prg","mp_clinical_pat_edu_ack.prg","","Discern MPages"
"medication_administration\medication_administration_transaction\src\main\ccl\mp_clinical_summary\mp_clinical_phi_audit.prg","mp_clinical_phi_audit","","Discern MPages"
"medication_administration\medication_administration_transaction\src\main\ccl\mp_clinical_summary\mp_clinical_summary_driver.prg","mp_clinical_summary_driver","N/A","Discern ABU Services"
"medication_administration\medication_administration_transaction\src\main\ccl\mp_clinical_summary\upd_document_wrapper.prg","","",""
"medication_administration\medication_administration_transaction\src\main\ccl\mrd_get_catalog_by_event_cd\mrd_get_catalog_by_event_cd.prg","mrd_get_catalog_by_event_cd","640017","eMar"
"medication_administration\medication_administration_transaction\src\main\ccl\pie_record_compliance\pie_add_record_compliance.prg","pie_add_record_compliance","600659","Interop"
"medication_administration\medication_administration_transaction\src\main\ccl\pie_record_compliance\pie_get_record_compliance.prg","pie_get_record_compliance","TODO","Interop"
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\br_run_dmart_cat_mcds\br_run_dmart_cat_mcds.prg","br_run_dmart_cat_mcds","","Bedrock"
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\br_run_dmart_def_mcds\br_run_dmart_def_mcds.prg","br_run_dmart_def_mcds","","Bedrock"
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\br_run_dmart_filter_mcds\br_run_dmart_filter_mcds.prg","br_run_dmart_filter_mcds","","Bedrock"
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\br_run_dmart_ftr_cat_mcds\br_run_dmart_ftr_cat_mcds.prg","br_run_dmart_ftr_cat_mcds","","Bedrock"
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\br_run_dmart_report_mcds\br_run_dmart_report_mcds.prg","br_run_dmart_report_mcds","","Bedrock"
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\br_run_dmart_rpt_ftr_mcds\br_run_dmart_rpt_ftr_mcds.prg","br_run_dmart_rpt_ftr_mcds","","Bedrock"
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\br_run_dmart_text_mcds\br_run_dmart_text_mcds.prg","br_run_dmart_text_mcds","","Bedrock"
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\inn mpages -  inn_mcds_severity_header\inn_mcds_severity_header.prg","","",""
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\inn mpages - ccl_cust_mcds_interactions\ccl_cust_mcds_interactions.prg","ccl_cust_mcds_interactions","","mCDS Window"
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\inn mpages - inn_get_mcds_blocked_itx\inn_get_mcds_blocked_itx.prg","inn_get_mcds_blocked_itx","",""
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\inn mpages - inn_mcds_alert_maint\inn_mcds_alert_maint.prg","inn_mcds_alert_maint","",""
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\inn mpages - inn_mcds_except_freq\inn_mcds_except_freq.prg","","",""
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\inn mpages - inn_mcds_filter_rules\inn_mcds_filter_rules.prg","inn_mcds_filter_rules","",""
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\inn mpages - inn_mcds_voc\inn_mcds_voc.prg","inn_mcds_voc","",""
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\inn mpages - inn_mp_mcds_getfdalinks\inn_mp_mcds_getfdalinks.prg","inn_mp_mcds_getFDALinks","","Mpage"
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\inn mpages - inn_mp_mcds_getodfilters\inn_mp_mcds_getodfilters.prg","inn_mp_mcds_getODFilters","",""
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\inn mpages - inn_mp_mcds_odf\inn_mp_mcds_odf.prg","inn_mp_mcds_odf","",""
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\inn mpages - inn_mp_multum_view\inn_mp_multum_view.prg","inn_mp_multum_view","",""
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\inn mpages - inn_mp_multum_view_tst\inn_mp_multum_view_tst.prg","inn_mp_multum_view_tst","",""
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\inn mpages - inn_rdm_refresh_mcds\inn_rdm_refresh_mcds.prg","inn_rdm_refresh_mcds","None","Innovations Development"
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\inn mpages - inn_upd_mcds_interactions\inn_upd_mcds_interactions.prg","inn_upd_mcds_interactions","",""
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\inn mpages - mp_evaluate_interactions_test\mp_evaluate_interactions_test.prg","","",""
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\inn mpages-inn_provider_search_wrapper\inn_provider_search_wrapper.prg","","",""
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\inn reports - inn_rpt_mcds_prov_filt\inn_rpt_mcds_prov_filt_drv.prg","inn_rpt_mcds_prov_filt_drv","N/A","Innovations Development"
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\inn reports - inn_rpt_mcds_prov_filt\inn_rpt_mcds_prov_filt_layout.prg","","",""
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\inn reports-inn_ops_upd_mcds_block_itx\inn_ops_upd_mcds_block_itx.prg","inn_ops_upd_mcds_block_itx","N/A","Innovations Development"
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\inn_mp_mcds_med_ref\inn_mp_mcds_med_ref.prg","inn_mp_mcds_med_ref","",""
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\mcds_filter_powerplans\mcds_filter_powerplans.prg","mcds_filter_powerplans","","Medication Clinical Decision Support"
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\mcds_list_ords_dets\mcds_list_ords_dets.prg","mcds_list_ords_dets","N/A","mCDS"
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\mk_inn_mcds\mk_inn_mcds.prg","mk_inn_mcds","","MPages"
"medication_clinical_decision_support\medication_clinical_decision_support_app\src\main\ccl\rm_inn_mcds\rm_inn_mcds.prg","rm_inn_mcds","N/A","Discern ABU Services"
"medication_clinical_decision_support\medication_clinical_decision_support_static\src\main\static_content\inn-mcds-2\inn-mcds Install\mk_inn_mcds.prg","mk_inn_mcds","","MPages"
"medication_clinical_decision_support\medication_clinical_decision_support_static\src\main\static_content\inn-mcds-2\inn-mcds Uninstall\rm_inn_mcds.prg","rm_inn_mcds","N/A","Discern ABU Services"
"medication_clinical_decision_support\medication_clinical_decision_support_transaction\src\main\ccl\inn mpages - inn_mp_evaluate_interactions\evaluate_interactions_test.prg","","",""
"medication_clinical_decision_support\medication_clinical_decision_support_transaction\src\main\ccl\inn mpages - inn_mp_evaluate_interactions\inn_mp_evaluate_interactions.prg","inn_mp_evaluate_interactions","",""
"medication_decision_support\medication_decision_support_app\src\main\ccl\code_set_extension_4002_readme\code_set_extension_4002_readme.prg","code_set_extension_4002_readme","",""
"medication_decision_support\medication_decision_support_app\src\main\ccl\kdmo_inactivate_pharmacy_codes\kdmo_inactivate_pharmacy_codes.prg","","",""
"medication_decision_support\medication_decision_support_app\src\main\ccl\kmo_eks_dlg_event_updt_prsnl\kmo_eks_dlg_event_updt_prsnl.prg","kmo_eks_dlg_event_updt_prsnl","",""
"medication_decision_support\medication_decision_support_transaction\src\main\ccl\kdmo_get_assoc_prod_synonyms\kdmo_get_assoc_prod_synonyms.prg","","",""
"medication_decision_support\medication_decision_support_transaction\src\main\ccl\kdmo_get_brand_synonyms\kdmo_get_brand_synonyms.prg","","",""
"medication_decision_support\medication_decision_support_transaction\src\main\ccl\kdmo_get_categories_by_id\kdmo_get_categories_by_id.prg","","",""
"medication_decision_support\medication_decision_support_transaction\src\main\ccl\kdmo_get_category_items\kdmo_get_category_items.prg","","",""
"medication_decision_support\medication_decision_support_transaction\src\main\ccl\kdmo_get_drugs_by_id\kdmo_get_drugs_by_id.prg","","",""
"medication_decision_support\medication_decision_support_transaction\src\main\ccl\kdmo_get_formulations_by_drug\kdmo_get_formulations_by_drug.prg","","",""
"medication_decision_support\medication_decision_support_transaction\src\main\ccl\kdmo_get_formulations_by_id\kdmo_get_formulations_by_id.prg","","",""
"medication_decision_support\medication_decision_support_transaction\src\main\ccl\kdmo_get_formulations_by_syn\kdmo_get_formulations_by_syn.prg","","",""
"medication_decision_support\medication_decision_support_transaction\src\main\ccl\kdmo_get_pkg_products_by_ndc\kdmo_get_pkg_products_by_ndc.prg","","",""
"medication_decision_support\medication_decision_support_transaction\src\main\ccl\kdmo_get_pkg_products_by_syn\kdmo_get_pkg_products_by_syn.prg","","",""
"medication_decision_support\medication_decision_support_transaction\src\main\ccl\kdmo_get_rxbuilder_data\kdmo_get_rxbuilder_data.prg","","",""
"medication_decision_support\medication_decision_support_transaction\src\main\ccl\kdmo_get_synonyms_by_drug\kdmo_get_synonyms_by_drug.prg","","",""
"medication_decision_support\medication_decision_support_transaction\src\main\ccl\kdmo_get_synonyms_by_id\kdmo_get_synonyms_by_id.prg","","",""
"medication_decision_support\medication_decision_support_transaction\src\main\ccl\kdmo_get_synonyms_by_mmdc\kdmo_get_synonyms_by_mmdc.prg","","",""
"medication_decision_support\medication_decision_support_transaction\src\main\ccl\kdmo_get_synonyms_by_ndc\kdmo_get_synonyms_by_ndc.prg","","",""
"medication_decision_support\medication_decision_support_transaction\src\main\ccl\kdmo_get_therapeutic_cat_by_id\kdmo_get_therapeutic_cat_by_id.prg","","",""
"medication_decision_support\medication_decision_support_transaction\src\main\ccl\kdmo_get_therapeutic_cat_items\kdmo_get_therapeutic_cat_items.prg","","",""
"medication_decision_support\medication_decision_support_transaction\src\main\ccl\kdmo_search_categories_by_name\kdmo_search_categories_by_name.prg","","",""
"medication_decision_support\medication_decision_support_transaction\src\main\ccl\kdmo_search_therapeutic_cat\kdmo_search_therapeutic_cat.prg","","",""
"medication_decision_support\medication_decision_support_transaction\src\main\ccl\mltm_get_freq_info\mltm_get_freq_info.prg","","391015","KDMO"
"message_center\message_center_app\src\main\ccl\dm_msvcmsg_subscription_rows\dm_msvcmsg_subscription_rows.prg","dm_msvcmsg_subscription_rows","None","Database Architecture -- Access"
"message_center\message_center_app\src\main\ccl\dm_msvcmsg_sub_newresults_rows\dm_msvcmsg_sub_newresults_rows.prg","dm_msvcmsg_sub_newresults_rows","None","Database Architecture -- Access"
"message_center\message_center_app\src\main\ccl\dm_pcmb_ib_rx_req_person_demog\dm_pcmb_ib_rx_req_person_demog.prg","dm_pcmb_ib_rx_req_person_demog","","?"
"message_center\message_center_app\src\main\ccl\dm_rdm_delete_saved_docs_c\dm_rdm_delete_saved_docs_c.prg","dm_rdm_delete_saved_docs_c","N/A","Millennium Services -- Messaging"
"message_center\message_center_app\src\main\ccl\dm_rdm_delete_saved_docs_cc\dm_rdm_delete_saved_docs_cc.prg","dm_rdm_delete_saved_docs_cc","N/A","Millennium Services -- Messaging"
"message_center\message_center_app\src\main\ccl\dm_rdm_delete_saved_docs_p\dm_rdm_delete_saved_docs_p.prg","dm_rdm_delete_saved_docs_p","N/A","Millennium Services -- Messaging"
"message_center\message_center_app\src\main\ccl\dm_rdm_delete_saved_docs_p2\dm_rdm_delete_saved_docs_p2.prg","dm_rdm_delete_saved_docs_p2","N/A","Millennium Services -- Messaging"
"message_center\message_center_app\src\main\ccl\dm_rdm_del_saved_docs_entry_c\dm_rdm_del_saved_docs_entry_c.prg","dm_rdm_del_saved_docs_entry_c","N/A","Millennium Services -- Messaging"
"message_center\message_center_app\src\main\ccl\dm_rdm_del_saved_docs_entry_cc\dm_rdm_del_saved_docs_entry_cc.prg","dm_rdm_del_saved_docs_entry_cc","N/A","Millennium Services -- Messaging"
"message_center\message_center_app\src\main\ccl\dm_rdm_del_saved_docs_entry_p\dm_rdm_del_saved_docs_entry_p.prg","dm_rdm_del_saved_docs_entry_p","N/A","Millennium Services -- Messaging"
"message_center\message_center_app\src\main\ccl\dm_rdm_del_saved_docs_entry_p2\dm_rdm_del_saved_docs_entry_p2.prg","dm_rdm_del_saved_docs_entry_p2","N/A","Millennium Services -- Messaging"
"message_center\message_center_app\src\main\ccl\dm_rdm_upd_favorite_active_ind\dm_rdm_upd_favorite_active_ind.prg","dm_rdm_upd_favorite_active_ind","",""
"message_center\message_center_app\src\main\ccl\dm_rdm_upd_favorite_active_ind\dm_rdm_upd_favs_active_gdpr.prg","dm_rdm_upd_favs_active_gdpr","",""
"message_center\message_center_app\src\main\ccl\dm_rdm_upd_pool_logical_domain\dm_rdm_upd_pool_logical_domain.prg","dm_rdm_upd_pool_logical_domain","None","Millennium Services -- Messaging"
"message_center\message_center_app\src\main\ccl\dm_rdm_upd_saved_docs_c\dm_rdm_upd_saved_docs_c.prg","dm_rdm_upd_saved_docs_c","N/A","Millennium Services -- Messaging"
"message_center\message_center_app\src\main\ccl\dm_rdm_upd_saved_docs_cc\dm_rdm_upd_saved_docs_cc.prg","dm_rdm_upd_saved_docs_cc","N/A","Millennium Services -- Messaging"
"message_center\message_center_app\src\main\ccl\dm_rdm_upd_saved_docs_entry_c\dm_rdm_upd_saved_docs_entry_c.prg","dm_rdm_upd_saved_docs_entry_c","N/A","Millennium Services -- Messaging"
"message_center\message_center_app\src\main\ccl\dm_rdm_upd_saved_docs_entry_cc\dm_rdm_upd_saved_docs_entry_cc.prg","dm_rdm_upd_saved_docs_entry_cc","N/A","Millennium Services -- Messaging"
"message_center\message_center_app\src\main\ccl\dm_rdm_upd_saved_docs_entry_p\dm_rdm_upd_saved_docs_entry_p.prg","dm_rdm_upd_saved_docs_entry_p","N/A","Millennium Services -- Messaging"
"message_center\message_center_app\src\main\ccl\dm_rdm_upd_saved_docs_entry_p2\dm_rdm_upd_saved_docs_entry_p2.prg","dm_rdm_upd_saved_docs_entry_p2","N/A","Millennium Services -- Messaging"
"message_center\message_center_app\src\main\ccl\dm_rdm_upd_saved_docs_p\dm_rdm_upd_saved_docs_p.prg","dm_rdm_upd_saved_docs_p","N/A","Millennium Services -- Messaging"
"message_center\message_center_app\src\main\ccl\dm_rdm_upd_saved_docs_p2\dm_rdm_upd_saved_docs_p2.prg","dm_rdm_upd_saved_docs_p2","N/A","Millennium Services -- Messaging"
"message_center\message_center_app\src\main\ccl\dm_rdm_upd_valid_from_dt_tm\dm_rdm_upd_valid_from_dt_tm.prg","dm_rdm_upd_valid_from_dt_tm","None","Millennium Services -- Messaging"
"message_center\message_center_app\src\main\ccl\msg_ops_import_job_wrapper\msg_ops_import_job_wrapper.prg","msg_ops_import_job_wrapper","None","Millennium Services -- Messaging"
"message_center\message_center_app\src\main\ccl\msg_upd_config_cdiquery\msg_upd_config_cdiquery.prg","msg_upd_config_cdiquery","","PowerChart Office"
"message_center\message_center_app\src\main\ccl\msm_messpub_import_ops_wrapper\msm_messpub_import_ops_wrapper.prg","msm_messpub_import_ops_wrapper","",""
"message_center\message_center_app\src\main\ccl\oar_cleanup_document_tasks\oar_cleanup_document_tasks.prg","oar_cleanup_document_tasks","n/a","n/a"
"message_center\message_center_app\src\main\ccl\secure messaging capability collector\secure_messaging_lon_solcap.prg","secure_messaging_lon_solcap","None",""
"message_center\message_center_app\src\main\ccl\secure messaging capability collector\sec_msging_solcap_readme.prg","sec_msging_solcap_readme","None",""
"message_center\message_center_app\src\main\ccl\task server readme\saved_doc_cleanup.prg","","",""
"message_center\message_center_app\src\main\ccl\task_activity_assignment_update\task_migrate_task_status_cd.prg","","",""
"message_center\message_center_transaction\src\main\ccl\967603 - find_config\find_config.prg","FIND_CONFIG","","Inbox Configuration"
"message_center\message_center_transaction\src\main\ccl\967603 - find_config\find_config_tst.prg","","",""
"message_center\message_center_transaction\src\main\ccl\967604 - retrieve_config_version\retrieve_config_version.prg","RETRIEVE_CONFIG_VERSION","","Inbox Configuration"
"message_center\message_center_transaction\src\main\ccl\967604 - retrieve_config_version\retrieve_config_version_tst.prg","","",""
"message_center\message_center_transaction\src\main\ccl\cleanup_inerror_patient_tasks\cleanup_inerror_patient_tasks.prg","cleanup_inerror_patient_tasks","969128","Millennium Services -- Messaging"
"message_center\message_center_transaction\src\main\ccl\cps_add_proxies\cps_add_proxies.prg","CPS_ADD_PROXIES","","Web Inbox"
"message_center\message_center_transaction\src\main\ccl\fyiassignment_discover_keys\fyiassignment_discover_keys.prg","","",""
"message_center\message_center_transaction\src\main\ccl\fyiassignment_lookup_keys\fyiassignment_lookup_keys.prg","","",""
"message_center\message_center_transaction\src\main\ccl\get_proxies_by_grantor\get_proxies_by_grantor.prg","get_proxies_by_grantor","967600","ProVide"
"message_center\message_center_transaction\src\main\ccl\get_proxies_by_grantor\get_proxies_by_grantor_tst.prg","","",""
"message_center\message_center_transaction\src\main\ccl\get_task_by_msgsender\get_task_by_msgsender.prg","GET_TASK_BY_MSGSENDER","967123","2004"
"message_center\message_center_transaction\src\main\ccl\messaging count scripts\order_notification_counts.prg","order_notification_counts.prg","967632","Messaging Services"
"message_center\message_center_transaction\src\main\ccl\messaging count scripts\order_notification_counts_test.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging count scripts\results_to_endorse_counts.prg","results_to_endorse_counts.prg","967631","Messaging Services"
"message_center\message_center_transaction\src\main\ccl\messaging count scripts\results_to_endorse_counts_test.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging count scripts\rte_pooling_counts.prg","rte_pooling_counts.prg","967634","Messaging Services"
"message_center\message_center_transaction\src\main\ccl\messaging count scripts\rte_pooling_counts_tst.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging count scripts\task_counts.prg","TASK_COUNTS","967633","SureScripts"
"message_center\message_center_transaction\src\main\ccl\messaging count scripts\task_counts_tst.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging favorite scripts\add_favorites.prg","ADD_FAVORITES","967650",""
"message_center\message_center_transaction\src\main\ccl\messaging favorite scripts\add_favorites_tst.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging favorite scripts\delete_favorites.prg","DELETE_FAVORITES","967651",""
"message_center\message_center_transaction\src\main\ccl\messaging favorite scripts\delete_favorites_tst.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging favorite scripts\retrieve_favorites_by_id.prg","RETRIEVE_FAVORITES_BY_ID","967653",""
"message_center\message_center_transaction\src\main\ccl\messaging favorite scripts\retrieve_favorites_by_id_tst.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging favorite scripts\retrieve_fav_by_entity.prg","RETRIEVE_FAV_BY_ENTITY","967654",""
"message_center\message_center_transaction\src\main\ccl\messaging favorite scripts\retrieve_fav_by_entity_tst.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging favorite scripts\update_favorites.prg","UPDATE_FAVORITES","967652",""
"message_center\message_center_transaction\src\main\ccl\messaging favorite scripts\update_favorites_tst.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging paging scripts\cps_get_inc_orders_pg.prg","cps_get_inc_orders_pg","967636","All"
"message_center\message_center_transaction\src\main\ccl\messaging paging scripts\cps_get_inc_orders_pg_tst.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging paging scripts\cps_get_order_notify_pg.prg","pattern_get_order_pg","967635","All"
"message_center\message_center_transaction\src\main\ccl\messaging paging scripts\cps_get_order_notify_pg_tst.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging paging scripts\find_overdue_sent_chart_tasks.prg","find_overdue_sent_chart_tasks","967578",""
"message_center\message_center_transaction\src\main\ccl\messaging paging scripts\find_overdue_tasks.prg","find_overdue_tasks","967579",""
"message_center\message_center_transaction\src\main\ccl\messaging paging scripts\get_inbox_consult_orders_pg.prg","get_inbox_consult_orders_pg","967639","All"
"message_center\message_center_transaction\src\main\ccl\messaging paging scripts\get_inbox_consult_orders_pg_tst.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging paging scripts\get_inbox_documents_pg.prg","get_inbox_documents_pg","967638","All"
"message_center\message_center_transaction\src\main\ccl\messaging paging scripts\get_inbox_documents_pg_tst.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging paging scripts\get_inbox_journal_pg.prg","get_inbox_journal_pg","967640","All"
"message_center\message_center_transaction\src\main\ccl\messaging paging scripts\get_inbox_journal_pg_tst.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging paging scripts\get_inbox_messages_pg.prg","get_inbox_messages_pg","967637","All"
"message_center\message_center_transaction\src\main\ccl\messaging paging scripts\get_inbox_messages_pg_tst.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging paging scripts\get_sticky_notes_pg.prg","get_sticky_notes_pg.","967641","All"
"message_center\message_center_transaction\src\main\ccl\messaging paging scripts\get_sticky_notes_pg_tst.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging pool scripts\add_pool_org_rules.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging pool scripts\add_pool_org_rules_test.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging pool scripts\get_pool_org_rules.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging pool scripts\get_pool_org_rules_test.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging pool scripts\update_pool_org_rules.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging pool scripts\update_pool_org_rules_test.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging process scripts\msvc_get_prcs_queue.prg","msvc_get_prcs_queue","967509","Inbox"
"message_center\message_center_transaction\src\main\ccl\messaging reminders scripts\add_messaging_notify.prg","ADD_MESSAGING_NOTIFY","967620",""
"message_center\message_center_transaction\src\main\ccl\messaging reminders scripts\inactivate_messaging_notify.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging rte pooling scripts\ens_pgp_routing_reltn.prg","ENS_PGP_ROUTING_RELTN","967656",""
"message_center\message_center_transaction\src\main\ccl\messaging rte pooling scripts\ens_pgp_routing_reltn_tst.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging rte pooling scripts\get_pgp_routing_reltns.prg","GET_PGP_ROUTING_RELTNS","967657",""
"message_center\message_center_transaction\src\main\ccl\messaging rte pooling scripts\get_pgp_routing_reltns_tst.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging surescripts\add_rxmsg_audit.prg","ADD_RXMSG_AUDIT","967610",""
"message_center\message_center_transaction\src\main\ccl\messaging surescripts\get_rxmsg_audit_by_identifier.prg","GET_RXMSG_AUDIT_BY_IDENTIFIER","967613",""
"message_center\message_center_transaction\src\main\ccl\messaging surescripts\get_rxmsg_audit_by_order_id.prg","GET_RXMSG_AUDIT_BY_ORDER_ID","967612",""
"message_center\message_center_transaction\src\main\ccl\messaging surescripts\get_rxtasks_by_org_cnt.prg","GET_RXMTASKS_BY_ORG_CNT","967616",""
"message_center\message_center_transaction\src\main\ccl\messaging surescripts\get_rxtasks_by_org_pg.prg","GET_RXTASKS_BY_ORG_PG","967614",""
"message_center\message_center_transaction\src\main\ccl\messaging surescripts\get_rxtasks_by_provider_cnt.prg","GET_RXTASKS_BY_PROVIDER_CNT","",""
"message_center\message_center_transaction\src\main\ccl\messaging surescripts\get_rxtasks_by_provider_pg.prg","GET_RXTASKS_BY_PROVIDER_PG","967615",""
"message_center\message_center_transaction\src\main\ccl\messaging surescripts\messaging_add_task.prg","messaging_add_task","967630","PCOffice"
"message_center\message_center_transaction\src\main\ccl\messaging surescripts\msv_find_messages_by_id.prg","msv_find_messages_by_id","967150",""
"message_center\message_center_transaction\src\main\ccl\messaging surescripts\msv_find_messages_by_id_tst.prg","","",""
"message_center\message_center_transaction\src\main\ccl\messaging surescripts\update_messaging_audit.prg","UPDATE_MESSAGING_AUDIT","967570",""
"message_center\message_center_transaction\src\main\ccl\messaging surescripts\update_rxmsg_audit.prg","UPDATE_RXMSG_AUDIT","967611",""
"message_center\message_center_transaction\src\main\ccl\msvc_cv_get_cfilters_by_ids\msvc_cv_get_cfilters_by_ids.prg","","",""
"message_center\message_center_transaction\src\main\ccl\msvc_cv_get_filters_by_content\msvc_cv_get_filters_by_content.prg","","",""
"message_center\message_center_transaction\src\main\ccl\msvc_cv_get_views_by_ids\msvc_cv_get_views_by_ids.prg","","",""
"message_center\message_center_transaction\src\main\ccl\proxy_get_effective_principals\proxy_get_effective_principals.prg","PROXy_GET_EFFECTIVE_PRINCIPALS","967209",""
"message_center\message_center_transaction\src\main\ccl\proxy_get_effective_proxies\proxy_get_effective_proxies.prg","PROXy_GET_EFFECTIVE_PROXIES","967208",""
"message_center\message_center_transaction\src\main\ccl\taken_proxies_by_grantor\taken_proxies_by_grantor.prg","TAKEN_PROXIES_BY_GRANTOR","967211",""
"message_center\message_center_transaction\src\main\ccl\taken_proxies_by_grantor\taken_proxies_by_grantor_tst.prg","","",""
"message_center\taskserver\src\main\ccl\taskserver\cpmstartup_tasksrv.prg","","",""
"message_center\taskserver\src\main\ccl\taskserver\oar_add_long_text.prg","OAR_ADD_LONG_TEXT","560990","PCO Taskserver"
"message_center\taskserver\src\main\ccl\taskserver\oar_add_task_activity.prg","OAR_ADD_TASK_ACTIVITY","-","PCO Taskserver"
"message_center\taskserver\src\main\ccl\taskserver\oar_add_task_assignment.prg","OAR_ADD_TASK_ASSIGNMENT","-","PCO Taskserver"
"message_center\taskserver\src\main\ccl\taskserver\oar_add_task_subactivity.prg","OAR_ADD_TASK_SUBACTIVITY","-","PCO Taskserver"
"message_center\taskserver\src\main\ccl\taskserver\oar_assign_message_tasks.prg","OAR_ASSIGN_MESSAGE_TASK","-","PC Office"
"message_center\taskserver\src\main\ccl\taskserver\oar_get_chart_reminders.prg","OAR_GET_CHART_REMINDERS","-","Taskserver"
"message_center\taskserver\src\main\ccl\taskserver\oar_get_due_endorsements.prg","OAR_GET_DUE_ENDORSEMENTS","-","Inbox"
"message_center\taskserver\src\main\ccl\taskserver\oar_get_due_messages.prg","OAR_GET_DUE_MESSAGES","-","Taskserver"
"message_center\taskserver\src\main\ccl\taskserver\oar_get_msg_journal_by_person.prg","OAR_GET_MSG_JOURNAL_BY_PERSON","-","Taskserver"
"message_center\taskserver\src\main\ccl\taskserver\oar_get_pool_endrs_tasks.prg","OAR_GET_POOL_ENDRS_TASKS","-","Inbox"
"message_center\taskserver\src\main\ccl\taskserver\oar_get_reminder_tasks.prg","OAR_GET_REMINDER_TASKS","-","Taskserver"
