TABLE_NAME                               TABLESPACE_NAME                        
MLLD_NDC_CORE_DESC_HIST                  D_R_M007                               
MLLD_NDC_COST                            D_R_M003                               
MLLD_NDC_IMAGE                           D_R_M003                               
MLLD_NDC_INGRED_STRENGTH                 D_R_M003                               
MLLD_NDC_INNER_CORE_DESC                 D_R_M007                               
MLLD_NDC_MAIN_DRUG_CODE                  D_R_M003                               
MLLD_NDC_ORANGE_BOOK                     D_R_M003                               
MLLD_NDC_OUTER_INNER_MAP                 D_R_M007                               
MLLD_NDC_SOURCE                          D_R_M003                               
MLLD_ORDER_CATALOG                       D_R_M003                               
MLLD_PBS_NDC_MAP                         D_R_M009                               
MLLD_PRODUCT_ROUTE                       D_R_M003                               
MLLD_PRODUCT_STRENGTH                    D_R_M003                               
MLLD_REF_DETAIL                          D_R_M003                               
MLLD_REF_DRUG                            D_R_M003                               
MLLD_RXB_CALC_DISP_RULE_ORDMAP           D_R_M007                               
MLLD_RXB_CALC_DOSE_DISP_RULE             D_R_M007                               
MLLD_RXB_CALC_DUR_RULE_ORD_MAP           D_R_M007                               
MLLD_RXB_CALC_FREQ_DUR_RULE              D_R_M007                               
MLLD_RXB_CALC_RND_FORMAT                 D_R_M007                               
MLLD_RXB_CALC_RND_MASK                   D_R_M007                               
MLLD_RXB_DICTIONARY                      D_R_M003                               
MLLD_RXB_ORDER                           D_R_M003                               
MLLD_RXB_ORDER_CATEGORY                  D_R_M003                               
MLLD_RXB_ORDER_DISPENSE_MAP              D_R_M003                               
MLLD_RXB_ORDER_DURATION_MAP              D_R_M003                               
MLLD_RXB_ORDER_FREQUENCY_MAP             D_R_M003                               
MLLD_RXB_ORDER_INSTRUCTION_MAP           D_R_M003                               
MLLD_RXB_ORDER_PRN_MAP                   D_R_M003                               
MLLD_RXB_ORDER_REFILL_MAP                D_R_M003                               
MLLD_RXB_ORDER_TYPE                      D_R_M003                               
MLLD_RXB_ORD_CLINICAL_RTE_MAP            D_R_M003                               
MLLD_RXB_ORD_DOSE_AMOUNT                 D_R_M003                               
MLLD_RXB_ORD_DOSE_RATE                   D_R_M003                               
MLLD_RXN_MAP                             D_R_M007                               
MLLD_SCRIPT_CATEGORY                     D_R_M003                               
MLLD_SCRIPT_COMMON                       D_R_M003                               
MLLD_SEVERITY                            D_R_M003                               
MLLD_SHAPE                               D_R_M003                               
MLLD_SYST_IDENTIFIER                     D_R_M003                               
MLLD_UNITS                               D_R_M003                               
MLLD_XP_CLIN_TEXT                        D_R_M003                               
MLLD_XP_CLIN_TEXT_XREF                   D_R_M003                               
MLTM_ADDITIONAL_DOSEFORM                 D_R_M004                               
MLTM_ADDITIONAL_TEXT                     D_R_M004                               
MLTM_ALR_CATEGORY                        D_R_M004                               
MLTM_ALR_CATEGORY_CLASS_MAP              D_R_M004                               
MLTM_ALR_CATEGORY_DRUG_MAP               D_R_M004                               
MLTM_ALR_CLASS                           D_R_M004                               
MLTM_ALR_INTERACT_TEXT                   D_R_M004                               
MLTM_ALR_INTERACT_TYPE                   D_R_M004                               
MLTM_ALR_TEXT_MAP                        D_R_M004                               
MLTM_ALT_DRUG_CAT_NAME                   D_R_M004                               
MLTM_BCB_ALG_MAP                         D_R_M004                               
MLTM_BCB_ALG_MAP2                        D_R_M007                               
MLTM_BCB_DRC_UNITS                       D_R_M009                               
MLTM_BCB_DRUG_CATEGORIES                 D_R_M004                               
MLTM_BCB_DRUG_CAT_XREF                   D_R_M004                               
MLTM_BCB_FORMULARY_MAP                   D_R_M004                               
MLTM_BCB_ORC_MAP                         D_R_M004                               
MLTM_CATEGORY_DRUG_XREF                  D_R_M004                               
MLTM_CATEGORY_SUB_XREF                   D_R_M004                               
MLTM_CERN_RXB_DICT_MAP                   D_R_M004                               
MLTM_CLINICAL_ROUTE                      D_R_M004                               
MLTM_COLOR                               D_R_M004                               
MLTM_COMBINATION_DRUG                    D_R_M004                               
MLTM_CONCEPT_NAME_MAP                    D_R_M007                               
MLTM_CONDITION                           D_R_M004                               
MLTM_COUNTRY                             D_R_M009                               
MLTM_CUSTOM_CSA_SCHEDULE                 D_A_M010                               
MLTM_DDI_COND_CATEGORY                   D_R_M004                               
MLTM_DDI_DESCRIPTION                     D_R_M004                               
MLTM_DDI_DRUG_CONDITION                  D_R_M004                               
MLTM_DDI_MAP                             D_R_M004                               
MLTM_DDM_BODY_SYSTEM                     D_R_M004                               
MLTM_DDM_CONDITION                       D_R_M004                               
MLTM_DDM_CONDITION_HCFA_MAP              D_R_M004                               
MLTM_DDM_CONDITION_LIST                  D_R_M004                               
MLTM_DDM_CONDITION_XREF_MAP              D_R_M004                               
MLTM_DDM_GROUP                           D_R_M004                               
MLTM_DDM_GROUP_CONDITION_MAP             D_R_M004                               
MLTM_DDM_GROUP_MMDC_MAP                  D_R_M004                               
MLTM_DDM_MAP                             D_R_M004                               
MLTM_DMD_NAME_MAP                        D_R_M004                               
MLTM_DOSE_FORM                           D_R_M004                               
MLTM_DRC_GROUPS_OBSOLETE                 D_R_M009                               
MLTM_DRC_GROUP_RELTN                     D_R_M004                               
MLTM_DRC_PREMISE                         D_R_M004                               
MLTM_DRC_ROUTE                           D_R_M009                               
MLTM_DRUG_CATEGORIES                     D_R_M004                               
MLTM_DRUG_ID                             D_R_M004                               
MLTM_DRUG_LEAFLET_MAP                    D_R_M004                               
MLTM_DRUG_MODIFIER                       D_R_M004                               
MLTM_DRUG_MODIFIER_MAP                   D_R_M004                               
MLTM_DRUG_NAME                           D_R_M004                               
MLTM_DRUG_NAME_DERIVATION                D_R_M004                               
MLTM_DRUG_NAME_GLOBAL_TYPE               D_R_M009                               
MLTM_DRUG_NAME_MAP                       D_R_M004                               
MLTM_DUPLICATION_CATEGORIES              D_R_M004                               
MLTM_DUPLICATION_DRUG_XREF               D_R_M004                               
MLTM_DUPLICATION_SUB_XREF                D_R_M004                               
MLTM_FLAVOR                              D_R_M004                               
MLTM_FREQUENCY                           D_R_M004                               
MLTM_FREQUENCY_MULTIPLIER                D_R_M004                               
MLTM_FTD_HEADING                         D_R_M004                               
MLTM_FTD_MULTM_LOAD_CONDITION            D_R_M004                               
MLTM_FTD_MULTUM_CONDITION                D_R_M004                               
MLTM_FTD_TEXT                            D_R_M004                               
MLTM_FTD_TEXT_CONDITION                  D_R_M004                               
MLTM_FTD_TEXT_TYPE                       D_R_M004                               
MLTM_FUNCTION_TYPE                       D_R_M004                               
MLTM_GLOBAL_TYPE                         D_R_M009                               
MLTM_INTERACTION_DESCRIPTION             D_R_M004                               
MLTM_INT_DRUG_INTERACTIONS               D_R_M004                               
MLTM_INT_HEADER                          D_R_M004                               
MLTM_INT_HEADER_SEVERITY_MAP             D_R_M004                               
MLTM_INT_INTERACT_SEVERITY_MAP           D_R_M004                               
MLTM_LABEL                               D_R_M004                               
MLTM_LABEL_DRUG_XREF                     D_R_M004                               
MLTM_LEAFLET                             D_R_M004                               
MLTM_LEAFLET_MMDC_MAP                    D_R_M004                               
MLTM_MANUFACT_DRUG_NAME                  D_R_M007                               
MLTM_MEDICAL_SPECIALTY                   D_R_M004                               
MLTM_MED_GUIDE_LINK                      D_R_M009                               
MLTM_MMDC_ATTRIBUTE                      D_R_M004                               
MLTM_MMDC_NAME_MAP                       D_R_M004                               
MLTM_MORPHINE_MG_EQUIV                   D_R_M010                               
MLTM_MS_CATEGORIES                       D_R_M004                               
MLTM_MS_CORE_DESCRIPTION                 D_R_M004                               
MLTM_NDC_ACTIVE_INGRED                   D_R_M004                               
MLTM_NDC_ACT_INGRED_LIST                 D_R_M004                               
MLTM_NDC_ADDITIONAL_DESC                 D_R_M004                               
MLTM_NDC_BRAND_NAME                      D_R_M004                               
MLTM_NDC_CORE_DESCRIPTION                D_R_M004                               
MLTM_NDC_CORE_DESC_HIST                  D_R_M007                               
MLTM_NDC_COST                            D_R_M004                               
MLTM_NDC_IMAGE                           D_R_M004                               
MLTM_NDC_INGRED_STRENGTH                 D_R_M004                               
MLTM_NDC_INNER_CORE_DESC                 D_R_M007                               
MLTM_NDC_MAIN_DRUG_CODE                  D_R_M004                               
MLTM_NDC_ORANGE_BOOK                     D_R_M004                               
MLTM_NDC_OUTER_INNER_MAP                 D_R_M007                               
MLTM_NDC_SOURCE                          D_R_M004                               
MLTM_ORDER_CATALOG                       D_R_M004                               
MLTM_ORDER_CATALOG_LOAD                  D_R_M004                               
MLTM_ORDER_SENT                          D_R_M004                               
MLTM_ORDER_SENT_DETAIL                   D_R_M004                               
MLTM_PBS_NDC_MAP                         D_R_M009                               
MLTM_PRODUCT_ROUTE                       D_R_M004                               
MLTM_PRODUCT_STRENGTH                    D_R_M004                               
MLTM_REF_DETAIL                          D_R_M004                               
MLTM_REF_DRUG                            D_R_M004                               
MLTM_RXB_CALC_DISP_RULE_ORDMAP           D_R_M007                               
MLTM_RXB_CALC_DOSE_DISP_RULE             D_R_M007                               
MLTM_RXB_CALC_DUR_RULE_ORD_MAP           D_R_M007                               
MLTM_RXB_CALC_FREQ_DUR_RULE              D_R_M007                               
MLTM_RXB_CALC_RND_FORMAT                 D_R_M007                               
MLTM_RXB_CALC_RND_MASK                   D_R_M007                               
MLTM_RXB_DICTIONARY                      D_R_M004                               
MLTM_RXB_ORDER                           D_R_M004                               
MLTM_RXB_ORDER_CATEGORY                  D_R_M004                               
MLTM_RXB_ORDER_DISPENSE_MAP              D_R_M004                               
MLTM_RXB_ORDER_DURATION_MAP              D_R_M004                               
MLTM_RXB_ORDER_FREQUENCY_MAP             D_R_M004                               
MLTM_RXB_ORDER_INSTRUCTION_MAP           D_R_M004                               
MLTM_RXB_ORDER_PRN_MAP                   D_R_M004                               
MLTM_RXB_ORDER_REFILL_MAP                D_R_M004                               
MLTM_RXB_ORDER_TYPE                      D_R_M004                               
MLTM_RXB_ORD_CLINICAL_RTE_MAP            D_R_M004                               
MLTM_RXB_ORD_DOSE_AMOUNT                 D_R_M004                               
MLTM_RXB_ORD_DOSE_RATE                   D_R_M004                               
MLTM_RXN_MAP                             D_R_M007                               
MLTM_SCRIPT_CATEGORY                     D_R_M004                               
MLTM_SCRIPT_COMMON                       D_R_M004                               
MLTM_SEVERITY                            D_R_M004                               
MLTM_SHAPE                               D_R_M004                               
MLTM_SYST_IDENTIFIER                     D_R_M004                               
MLTM_UNITS                               D_R_M004                               
MLTM_XP_CLIN_TEXT                        D_R_M004                               
MLTM_XP_CLIN_TEXT_XREF                   D_R_M004                               
MMC_ACTIVITY_LOG                         D_A_M003                               
MMC_ACTIVITY_ST                          D_A_M003                               
MMC_CARE_PLAN                            D_A_M003                               
MMC_CARE_PLAN_COMP                       D_R_M004                               
MMC_CASE                                 D_A_M003                               
MMC_CASE_ASSIGN                          D_A_M003                               
MMC_CASE_DIAGNOSIS                       D_A_M003                               
MMC_CASE_HISTORY                         D_A_M003                               
MMC_CASE_ST                              D_A_M003                               
MMC_CASE_VOLUME_ST                       D_A_M003                               
MMC_COMP_RELTN                           D_R_M004                               
MMC_CP_COMP_DETAILS                      D_A_M003                               
MMC_FILTER_TYPE                          D_A_M003                               
MMC_LOG_COLUMN_PREF                      D_A_M003                               
MMC_PERSON_ST                            D_A_M003                               
MMC_REQUEST                              D_A_M003                               
MMC_SELECTED_COMP                        D_A_M003                               
MMC_SELECT_FILT_ITEM                     D_A_M003                               
MMC_SELECT_FILT_TYPE                     D_A_M003                               
MMC_USR_DEFINED_FILT                     D_A_M003                               
MMR_QI_QUESTION_NUM_RSLT                 D_A_M003                               
MMR_QI_UMDAP_EXT                         D_A_M003                               
MMR_QUESTION_GROUP                       D_A_M003                               
MMR_QUESTION_ITEM                        D_A_M003                               
MMR_REF_GROUP                            D_A_M003                               
MMR_UMDAP_AMT_REF                        D_R_M004                               
MM_APPROVAL                              D_R_M004                               
MM_APPROVAL_LOG                          D_A_M003                               
MM_APPROVAL_LOG6320DRR                   D_A_M003                               
MM_APPROVAL_QUEUE                        D_A_M003                               
MM_APPROVAL_QUEUE7161DRR                 D_A_M003                               
MM_APPROVAL_STG                          D_A_M003                               
MM_APPROVAL_STG7162DRR                   D_A_M003                               
MM_AP_LOG_HEADER_HMW                     D_A_M003                               
MM_AP_LOG_HMW                            D_A_M003                               
MM_AP_LOG_LINE_HMW                       D_A_M003                               
MM_ASN_LINE_DISCRE6194DRR                D_A_M009                               
MM_ASN_LINE_DISCREPANCY                  D_A_M009                               
MM_ASN_LOT_DISCREP6195DRR                D_A_M009                               
MM_ASN_LOT_DISCREPANCY                   D_A_M009                               
MM_BUYER_ROUTING                         D_R_M004                               
MM_CNTRCT_ACTION                         D_R_M004                               
MM_CNTRCT_HDR                            D_R_M004                               
MM_CNTRCT_HDR_TIER                       D_R_M004                               
MM_CNTRCT_LINE                           D_R_M004                               
MM_CNTRCT_LINE_TIER                      D_R_M004                               
MM_CNTRCT_ORG                            D_R_M004                               
MM_CNTRCT_PRICE_ADJ                      D_R_M004                               
MM_CNTRCT_REBATE                         D_R_M004                               
MM_CNTRCT_SIGNATURE                      D_R_M004                               
MM_COMMENT                               D_A_M003                               
MM_COMMENT2687DRR                        D_A_M003                               
MM_CS_PATIENT_PRICE                      D_A_M008                               
MM_CYCLE_CNT_FILTER                      D_R_M007                               
MM_DB_LOG                                D_A_M003                               
MM_DISCREPANCY                           D_A_M003                               
MM_DISCREPANCY2249DRR                    D_A_M003                               
MM_EXTRACT_DATA                          D_A_M009                               
MM_EXT_SRC_Q                             D_A_M003                               
MM_EXT_SRC_Q7222DRR                      D_A_M003                               
MM_GL_LOG_DETAIL_HMW                     D_A_M003                               
MM_GL_LOG_HMW                            D_A_M003                               
MM_INSTANCE                              D_R_M007                               
MM_INSTANCE_TRANS_4640DRR                D_A_M009                               
MM_INSTANCE_TRANS_LINE_R                 D_A_M009                               
MM_ITEM_ORG_COST_HIST                    D_R_M009                               
MM_ITEM_REF_ADDL_ATTR                    D_R_M010                               
MM_ITEM_REF_DATA                         D_R_M010                               
MM_ITEM_REPL                             D_R_M010                               
MM_LOT_RELTN                             D_A_M003                               
MM_LOT_RELTN1860DRR                      D_A_M003                               
MM_MP_WORKLIST_FILTER                    D_R_M010                               
MM_OMF_INVOICE                           D_A_M003                               
MM_OMF_INVOICE5767DRR                    D_A_M003                               
MM_OMF_INVOICE_LIN5603DRR                D_A_M003                               
MM_OMF_INVOICE_LINE                      D_A_M003                               
MM_OMF_ITEMLOC                           D_R_M004                               
MM_OMF_ITEM_MASTER                       D_R_M004                               
MM_OMF_MFG_ITEM                          D_R_M004                               
MM_OMF_PO                                D_A_M003                               
MM_OMF_PO5765DRR                         D_A_M003                               
MM_OMF_PO_LINE                           D_A_M003                               
MM_OMF_PO_LINE5331DRR                    D_A_M003                               
MM_OMF_RECEIPT                           D_A_M003                               
MM_OMF_RECEIPT5768DRR                    D_A_M003                               
MM_OMF_RECEIPT_LIN5766DRR                D_A_M003                               
MM_OMF_RECEIPT_LINE                      D_A_M003                               
MM_OMF_UPD_QUEUE                         D_A_M003                               
MM_OMF_UPD_QUEUE5325DRR                  D_A_M003                               
MM_OMF_VENDOR_ITEM                       D_R_M004                               
MM_PAR_DEVICE_LOG                        D_A_M003                               
MM_PAR_EXCEPTION_LOG                     D_A_M003                               
MM_PAR_LOCATION                          D_R_M004                               
MM_PAR_ROUTE                             D_R_M004                               
MM_PAR_ROUTE_LOG                         D_A_M003                               
MM_PAR_SCHEDULE                          D_R_M004                               
MM_PAYMENT                               D_A_M003                               
MM_PAYMENT8801DRR                        D_A_M003                               
MM_PRICE_FORMULA                         D_R_M009                               
MM_PRICE_FORMULA_CLASS_R                 D_R_M009                               
MM_PRICE_FORMULA_LOC_RELTN               D_R_M009                               
MM_PRICE_FORMULA_RANGE                   D_R_M009                               
MM_PROFILE                               D_R_M004                               
MM_PROFILE_GROUP                         D_R_M004                               
MM_PROJECT_NBR_TRACKING                  D_R_M009                               
MM_RANGE_DETAIL                          D_R_M009                               
MM_RANGE_PROCESS                         D_A_M008                               
MM_RECEIPT_DOC_HEADER                    D_A_M010                               
MM_RECEIPT_DOC_LINE                      D_A_M010                               
MM_RECEIPT_DOC_LOT                       D_A_M010                               
MM_REQ_FILL_ROUTE                        D_R_M004                               
MM_ROL_TEMPLATE                          D_R_M004                               
MM_SUPPLY_CABINET                        D_A_M006                               
MM_TEMPLATE                              D_R_M007                               
MM_TEMPLATE_ITEM                         D_R_M007                               
MM_TRANS_ERROR_LOG                       D_A_M003                               
MM_TRANS_ERROR_LOG5855DRR                D_A_M003                               
MM_TRANS_GL                              D_A_M003                               
MM_TRANS_GL5854DRR                       D_A_M003                               
MM_TRANS_HEADER                          D_A_M003                               
MM_TRANS_HEADER7166DRR                   D_A_M003                               
MM_TRANS_IDENTIFIER_RELTN                D_A_M011                               
MM_TRANS_LINE                            D_A_M003                               
MM_TRANS_LINE7167DRR                     D_A_M003                               
MM_XFI_ASN_HEADER                        D_A_M003                               
MM_XFI_ASN_LINE                          D_A_M003                               
MM_XFI_ASN_LINE7598DRR                   D_A_M003                               
MM_XFI_ASN_LOT                           D_A_M010                               
MM_XFI_CNTRCT_ACTION                     D_R_M004                               
MM_XFI_CNTRCT_HDR                        D_R_M004                               
MM_XFI_CNTRCT_HDR_TIER                   D_R_M004                               
MM_XFI_CNTRCT_LINE                       D_R_M004                               
MM_XFI_CNTRCT_LINE_TIER                  D_R_M004                               
MM_XFI_CNTRCT_ORG                        D_A_M003                               
MM_XFI_CNTRCT_PRICE_ADJ                  D_R_M004                               
MM_XFI_CNTRCT_REBATE                     D_R_M004                               
MM_XFI_COST                              D_A_M003                               
MM_XFI_COST_BATCH                        D_A_M010                               
MM_XFI_INSTANCE                          D_R_M009                               
MM_XFI_INSTANCE_BATCH                    D_A_M010                               
MM_XFI_ITEM                              D_A_M003                               
MM_XFI_ITEMLOC                           D_A_M003                               
MM_XFI_ITEM_BATCH                        D_A_M010                               
MM_XFI_ITEM_REPL                         D_R_M010                               
MM_XFI_LOCATOR                           D_A_M003                               
MM_XFI_LOCATOR_BATCH                     D_A_M010                               
MM_XFI_MFR_ITEM                          D_R_M010                               
MM_XFI_PAYMENT                           D_A_M003                               
MM_XFI_QOH                               D_A_M003                               
MM_XFI_REQ_FILL                          D_A_M003                               
MM_XFI_REQ_FILL_LOT                      D_A_M006                               
MM_XF_ERROR_LOG                          D_A_M003                               
MM_XF_ERROR_LOG5802DRR                   D_A_M003                               
MODEM_COMMANDS                           D_R_M004                               
MODEM_POOL                               D_R_M004                               
MODEM_POOL_PORT_R                        D_R_M004                               
MODEM_PORT                               D_R_M004                               
MODEM_TYPE                               D_R_M004                               
MODIFICATION                             D_A_M003                               
MODIFY_DEVICE                            D_A_M003                               
MODIFY_OPTION                            D_R_M004                               
MODIFY_OPTION_DEVICE                     D_R_M004                               
MODIFY_OPTION_TESTING                    D_R_M004                               
MOLECULAR_BLOT                           D_R_M004                               
MONITOR_COMPONENT                        D_R_M004                               
MONITOR_FIELD                            D_R_M004                               
MONITOR_VIEW                             D_R_M004                               
MONITOR_VIEW_FIELD                       D_R_M004                               
MONTHLY_CYTOLOGY_COUNTS                  D_A_M003                               
MOUV_COMPTAA630DRR                       D_A_M007                               
MOUV_COMPTA_DANA632DRR                   D_A_M007                               
MOUV_COMPTA_SANA638DRR                   D_A_M007                               
MOUV_HOSPIA641DRR                        D_A_M007                               
MOUV_HOSPI_ALIASA642DRR                  D_A_M007                               
MPC_CONFIG_VIEW_RELTN                    D_R_M010                               
MPC_FSI_EVENT                            D_A_M010                               
MPC_GROUP                                D_R_M010                               
MPC_GROUP_CONFIG                         D_R_M010                               
MPC_GROUP_SESSION                        D_A_M009                               
MPC_GROUP_SESSION_LOCK                   D_A_M010                               
MPC_SESSION_PATIEN5176DRR                D_A_M009                               
MPC_SESSION_PATIENT                      D_A_M009                               
MP_AMB_ORG_REM_TAS6275DRR                D_A_M010                               
MP_AMB_ORG_REM_TASK                      D_A_M010                               
MP_AMB_ORG_SAT                           D_A_M008                               
MP_AMB_ORG_SAT2068DRR                    D_A_M008                               
MP_CHRG_POS_VISITTYPE_CPT_R              D_R_M010                               
MP_CHRG_POS_VISITTYPE_R                  D_R_M010                               
MP_COMPONENT                             D_R_M010                               
MP_COMPONENT_COMPONENT_R                 D_R_M010                               
MP_COMPONENT_UTILITY_R                   D_R_M010                               
MP_CONTENT_CONFIG                        D_R_M010                               
MP_FILE                                  D_R_M010                               
MP_GROUP                                 D_R_M010                               
MP_GROUP_REFRESH_REQUEST                 D_A_M009                               
MP_GROUP_REFRESH_STATE                   D_A_M009                               
MP_MPAGE_DEF                             D_R_M009                               
MP_MPAGE_GROUP                           D_R_M009                               
MP_MPAGE_GROUP_RELTN                     D_R_M009                               
MP_NOTIFICATION                          D_A_M009                               
MP_NOTIFICATION5205DRR                   D_A_M009                               
MP_NOTIFICATION_AC4815DRR                D_A_M009                               
MP_NOTIFICATION_ACTION                   D_A_M009                               
MP_NOTIFICATION_DE5206DRR                D_A_M009                               
MP_NOTIFICATION_DETAIL                   D_A_M009                               
MP_PRIMED_VIEW_ACT                       D_A_M008                               
MP_PRIMED_VIEW_ACTC408DRR                D_A_M008                               
MP_PRIMED_VIEW_POP                       D_A_M008                               
MP_PRIMED_VIEW_POPC409DRR                D_A_M008                               
MP_PRIMED_VIEW_REF                       D_R_M009                               
MP_QOC_ALIAS                             D_R_M009                               
MP_RELEASE                               D_R_M010                               
MP_UTILITY                               D_R_M010                               
MP_VIEWPOINT                             D_R_M009                               
MP_VIEWPOINT_ENCNTR                      D_R_M009                               
MP_VIEWPOINT_RELTN                       D_R_M009                               
MRU_FACT_COLLECTION                      D_R_M004                               
MRU_LOOKUP_ED_DOC                        D_R_M004                               
MRU_LOOKUP_FOLLOWU1214DRR                D_R_M004                               
MRU_LOOKUP_FOLLOWUP                      D_R_M004                               
MRU_LOOKUP_ORDER                         D_R_M004                               
MRU_PRIMARY_FACT_EXTENSION               D_R_M004                               
MRU_STATISTIC                            D_A_M003                               
MRU_STATISTIC0936DRR                     D_A_M003                               
MSG_CATEGORY                             D_R_M004                               
MSG_CFG_CAT_RELTN                        D_R_M004                               
MSG_COLUMN_GRP                           D_R_M004                               
MSG_COLUMN_GRP_DTL_RELTN                 D_R_M004                               
MSG_CONFIG                               D_R_M004                               
MSG_CONFIG_PUB_ASNMNT                    D_R_M004                               
MSG_DOC_FAVORITES                        D_A_M008                               
MSG_ENCNTR_GRP                           D_R_M004                               
MSG_ENCNTR_GRP_DTL_RELTN                 D_R_M004                               
MSG_EVENT_GRP                            D_R_M004                               
MSG_EVENT_GRP_DTL_RELTN                  D_R_M004                               
MSG_FYI_ASSIGNMENT                       D_R_M007                               
MSG_FYI_FILTER                           D_R_M007                               
MSG_FYI_FILTER_DTL                       D_R_M007                               
MSG_ITEM_GRP                             D_R_M004                               
MSG_ITEM_GRP_DTL_RELTN                   D_R_M004                               
MSG_ITM_GRP_CAT_RELTN                    D_R_M004                               
MSG_LETTER_TEMPLATE                      D_R_M007                               
MSG_OS_ORD_CONFIG                        D_R_M009                               
NAME_VALUE_PREFS                         D_R_M004                               
NAME_VALUE_PREFS1173DRR                  D_R_M004                               
NC_CHARTED_SECTION                       D_A_M009                               
NC_CHARTED_SECTION1558DRR                D_A_M010                               
NC_CHARTED_SECTION5556DRR                D_A_M009                               
NC_CHARTED_SECTION_CE_R                  D_A_M010                               
NC_CHARTED_VIEW                          D_A_M009                               
NC_CHARTED_VIEW5557DRR                   D_A_M009                               
NC_CHARTING_SECTION                      D_R_M010                               
NC_CHARTING_VIEW                         D_R_M010                               
NETTING                                  D_A_M003                               
NETTING0736DRR                           D_A_M003                               
NETWORK                                  D_R_M004                               
NEW_PRODUCT                              D_R_M004                               
NF_PROTOCOL_ACTIVI4463DRR                D_A_M008                               
NF_PROTOCOL_ACTIVI4872DRR                D_A_M009                               
NMDP_ALLELE_XREF                         D_A_M003                               
NMDP_CODE                                D_A_M003                               
NMDP_SUBTYPE                             D_R_M004                               
NMDP_SUFFIX                              D_R_M004                               
NOMENCLATURE                             D_R_M004                               
NOMENCLATURE_ENCNT2397DRR                D_A_M003                               
NOMENCLATURE_ENCNTR_DESC                 D_A_M003                               
NOMENCLATURE_EXT                         D_R_M010                               
NOMENCLATURE_EXT_LOAD                    D_R_M010                               
NOMENCLATURE_LOAD                        D_R_M004                               
NOMENCLATURE_LOAD_NS                     D_R_M004                               
NOMENCLATURE_OUTBOUND                    D_R_M004                               
NOMEN_CATEGORY                           D_R_M004                               
NOMEN_CAT_LIST                           D_R_M004                               
NOMEN_ENTITY_RELTN                       D_A_M003                               
NOMEN_ENTITY_RELTN5669DRR                D_A_M003                               
NOMEN_GROUP_RELTN                        D_R_M004                               
NOMEN_PROTOCOL_RELTN                     D_A_M003                               
NORMALIZED_STRING_INDEX                  D_R_M004                               
NORMAL_STRING_INDEX_LOAD                 D_R_M004                               
NOTE_PHRASE                              D_R_M004                               
NOTE_PHRASE_COMP                         D_R_M004                               
NOTE_PHRASE_DROP_LIST                    D_R_M009                               
NOTE_PHRASE_DROP_LIST_ITEM               D_R_M009                               
NOTE_PHRASE_FAVORITE                     D_A_M010                               
NOTE_PHRASE_LABEL                        D_R_M010                               
NOTE_TEMPLATE_KEYWORD                    D_R_M004                               
NOTE_TYPE                                D_R_M004                               
NOTE_TYPE_LIST                           D_R_M004                               
NOTE_TYPE_SCR_PATTERN_RELTN              D_R_M004                               
NOTE_TYPE_TEMPLATE_RELTN                 D_R_M004                               
NTWK_PRSNL_GROUP_RELTN                   D_R_M004                               
NTWK_SPCLTY_RELTN                        D_R_M004                               
NURSE_UNIT                               D_R_M004                               
NURSING_ENCNTR_SCR4651DRR                D_A_M009                               
NURSING_ENCNTR_SCRATCHPAD                D_A_M009                               
NURSING_TRANSACTION_INFO                 D_A_M006                               
NURSING_USAGE_DATA                       D_A_M008                               
NURSING_USER_ACCESS                      D_A_M008                               
OAF_EDI_TRANSACTION                      D_A_M003                               
OAF_FLX_DATA_SOURCE                      D_A_M003                               
OAF_FLX_PROMPT                           D_A_M003                               
OAF_PROFILE                              D_A_M003                               
OAF_PROFILE_DETAIL                       D_A_M003                               
OAUTH_BUSINESS_ASSOC                     D_R_M007                               
OBJECT_IDENTIFIER                        D_R_M004                               
OBJECT_IDENTIFIER_INDEX                  D_R_M004                               
OBJECT_SPACE                             D_A_M003                               
OBJECT_SPACE_ENTRY                       D_A_M003                               
OBSERVATION_EXT_ID7281DRR                D_A_M011                               
OBSERVATION_EXT_IDENT                    D_A_M011                               
OCCUP_LITA682DRR                         D_A_M007                               
OCD_INSTALL_LOG                          D_A_M003                               
OCS_ATTR_XCPTN                           D_R_M004                               
OCS_CONFIDENTIAL_DEFAULTS                D_R_M010                               
OCS_CUSTOM_REF_CONTENT                   D_R_M010                               
OCS_DEF_DOSE_CALC_METHOD                 D_R_M010                               
OCS_FACILITY_FORMULARY_R                 D_R_M007                               
OCS_FACILITY_R                           D_R_M004                               
OCS_FACILITY_R_HIST                      D_R_M004                               
OCS_HANDLING_PRECAUTIONS                 D_R_M010                               
OC_MULTI_PHARMACY_REVIEW                 D_R_M010                               
OEN_ERROR                                D_R_M004                               
OEN_ERROR_SEQ_R                          D_R_M004                               
OEN_EXPRESSION                           D_R_M004                               
OEN_EXPRESSION_STR                       D_R_M004                               
OEN_INTERFACE                            D_R_M004                               
OEN_INTERFACE_ERR_R                      D_R_M004                               
OEN_INTERFACE_SCR_R                      D_R_M004                               
OEN_INTERFACE_TRAITS                     D_R_M004                               
OEN_PERSONALITY                          D_R_M004                               
OEN_PERSONALITY_HIST                     D_A_M011                               
OEN_PROCINFO                             D_R_M004                               
OEN_PRUNEJOB_LOG                         D_A_M003                               
OEN_PUBLICATION                          D_R_M004                               
OEN_PUBLISHER_PUB_R                      D_R_M004                               
