RequestNumber,RequestName,RequestType,ServiceBinding
105999,OPF_DUMMY_REQUEST,RR,CpmScript
105001,OPF_ENS_NAME_POOL,RR,CpmScript
105025,OPF_GEN_CMRNS,RR,CpmScriptBatch
105027,OPF_GEN_LAST_ACT_DT_TM,RR,CpmScriptBatch
105028,OPF_GEN_PERSON_MATCHES,RR,CpmScriptBatch
105021,OPF_GET_ATTRIB_WT_BY_SYSTEM,RR,CpmScript
105011,OPF_GET_ATTRIBUTE_WEIGHTS,RR,CpmScript
105024,OPF_GET_CONTRIBUTOR_SYSTEMS,RR,CpmScript
105017,OPF_GET_ENCNTR_INFO,RR,CpmScript
105015,OPF_GET_ENCNTR_RECENT,RR,CpmScript
105008,OPF_GET_MATCHING_PERSONS,RR,CpmScript
105000,OPF_GET_NAME_POOLS,RR,CpmScript
105007,OPF_GET_NAMES,RR,CpmScript
105013,OPF_GET_PARAMETER,RR,CpmScript
105016,OPF_GET_PERSON_DEMO,RR,CpmScript
105012,OPF_GET_PERSON_DETAIL,RR,CpmScript
105018,OPF_GET_PERSON_PLAN_INFO,RR,CpmScript
105014,OPF_GET_PRODUCT_SWITCH,RR,CpmScript
105998,OPF_GET_TEST_DATA,RR,CpmScript
105023,OPF_GET_THRESHOLDS,RR,CpmScript
105040,OPF_PUB_SUB_CONFIG,RR,CpmScript
105010,OPF_RMV_VERSION,RR,CpmScriptBatch
105020,OPF_UPT_ATTRIB_WT_BY_SYSTEM,RR,CpmScript
105019,OPF_UPT_ATTRIBUTE_WEIGHTS,RR,CpmScript
105026,OPF_UPT_NYSIIS,RR,CpmScriptBatch
105003,OPF_UPT_PHONETIC,RR,CpmScriptBatch
105022,OPF_UPT_THRESHOLDS,RR,CpmScript
105009,OPF_UPT_WEIGHT,RR,CpmScriptBatch
105006,OPF_UTL_TURN_OFF_SYSTEM,RR,CpmScript
105005,OPF_UTL_TURN_ON_SYSTEM,RR,CpmScript
4100,Ops.AddControlGroup,RR,OpsAgent
4121,Ops.AddDependency,RR,OpsAgent
4111,Ops.AddJob,RR,OpsAgent
4116,Ops.AddJobGroup,RR,OpsAgent
4150,Ops.AddJobGroupToTodaysOps,RR,OpsAgent
4106,Ops.AddJobTemplate,RR,OpsAgent
4147,Ops.AddJobToTodaysOperations,RR,OpsAgent
4309,Ops.AnswerJobGroupOperatorMsg,RR,Ops_
4302,Ops.AnswerJobOperatorMsg,RR,Ops_
4142,Ops.CheckDependency,RR,OpsAgent
4102,Ops.DeleteControlGroup,RR,OpsAgent
4123,Ops.DeleteDependency,RR,OpsAgent
4113,Ops.DeleteJob,RR,OpsAgent
4118,Ops.DeleteJobGroup,RR,OpsAgent
4108,Ops.DeleteJobTemplate,RR,OpsAgent
4103,Ops.GetControlGroupByID,RR,OpsAgent
4104,Ops.GetControlGroupByName,RR,OpsAgent
4105,Ops.GetControlGroupList,RR,OpsAgent
4124,Ops.GetDependencyByID,RR,OpsAgent
4125,Ops.GetDependencyList,RR,OpsAgent
4143,Ops.GetExpandedSchedule,RR,OpsAgent
4161,Ops.GetExpandedScheduleFilter,RR,OpsAgent
4146,Ops.GetFullScheduleState,RR,OpsAgent
4114,Ops.GetJobByID,RR,OpsAgent
4119,Ops.GetJobGroupByID,RR,OpsAgent
4120,Ops.GetJobGroupList,RR,OpsAgent
4115,Ops.GetJobList,RR,OpsAgent
4109,Ops.GetJobTemplateByID,RR,OpsAgent
4110,Ops.GetJobTemplateList,RR,OpsAgent
4300,Ops.GetLogLevel,RR,Ops_
4155,Ops.GetSchedControlGroupList,RR,OpsAgent
4160,Ops.GetSchedDisplayStateFilter,RR,OpsAgent
4126,Ops.GetSchedule,RR,OpsAgent
4129,Ops.GetScheduledControlGroup,RR,OpsAgent
4157,Ops.GetScheduleDisplayFilter,RR,OpsAgent
4156,Ops.GetScheduleDisplayState,RR,OpsAgent
4132,Ops.GetScheduledJob,RR,OpsAgent
4139,Ops.GetScheduledJobGroup,RR,OpsAgent
4154,Ops.GetScheduledTrigger,RR,OpsAgent
4159,Ops.GetScheduleFilter,RR,OpsAgent
4152,Ops.GetSchedulePreview,RR,OpsAgent
4136,Ops.GetScheduleState,RR,OpsAgent
4158,Ops.GetSpreadsheetDisplayFilter,RR,OpsAgent
4144,Ops.ImportJobTemplate,RR,OpsAgent
4145,Ops.InitializeControlGroup,RR,OpsAgent
4101,Ops.ModifyControlGroup,RR,OpsAgent
4122,Ops.ModifyDependency,RR,OpsAgent
4112,Ops.ModifyJob,RR,OpsAgent
4117,Ops.ModifyJobGroup,RR,OpsAgent
4107,Ops.ModifyJobTemplate,RR,OpsAgent
4128,Ops.ModifyScheduledControlGroup,RR,OpsAgent
4131,Ops.ModifyScheduledJob,RR,OpsAgent
4138,Ops.ModifyScheduledJobGroup,RR,OpsAgent
4303,Ops.PingScheduledJob,RR,Ops_
4308,Ops.PingScheduledJobGroup,RR,Ops_
4148,Ops.ReinitializeJob,RR,OpsAgent
4153,Ops.ReinitializeJobGroup,RR,OpsAgent
4140,Ops.ResetScheduledJob,RR,OpsAgent
4149,Ops.ResetScheduledJobGroup,RR,OpsAgent
4134,Ops.RestoreJob,RR,OpsAgent
4135,Ops.RestoreJobGroup,RR,OpsAgent
4133,Ops.RestoreJobTemplate,RR,OpsAgent
4301,Ops.SetLogLevel,RR,Ops_
4141,Ops.SkipScheduledJob,RR,OpsAgent
4151,Ops.SkipScheduledJobGroup,RR,OpsAgent
4304,Ops.StartScheduledJob,RR,Ops_
4306,Ops.StartScheduledJobGroup,RR,Ops_
4305,Ops.StopScheduledJob,RR,Ops_
4307,Ops.StopScheduledJobGroup,RR,Ops_
4200,ops2_add_control_group,RR,CPMScript
4221,ops2_add_dependency,RR,CPMScript
4211,ops2_add_job,RR,CPMScript
4216,ops2_add_job_group,RR,CPMScript
4206,ops2_add_job_template,RR,CPMScript
4202,ops2_delete_control_group,RR,CPMScript
4223,ops2_delete_dependency,RR,CPMScript
4213,ops2_delete_job,RR,CPMScript
4218,ops2_delete_job_group,RR,CPMScript
4208,ops2_delete_job_template,RR,CPMScript
4203,ops2_get_control_group_by_id,RR,CPMScript
4204,ops2_get_control_group_by_name,RR,CPMScript
4205,ops2_get_control_group_list,RR,CPMScript
4224,ops2_get_dependency_by_id,RR,CPMScript
4225,ops2_get_dependency_list,RR,CPMScript
4243,ops2_get_full_schedule_state,RR,CPMScript
4214,ops2_get_job_by_id,RR,CPMScript
4219,ops2_get_job_group_by_id,RR,CPMScript
4220,ops2_get_job_group_list,RR,CPMScript
4215,ops2_get_job_list,RR,CPMScript
4209,ops2_get_job_template_by_id,RR,CPMScript
4210,ops2_get_job_template_list,RR,CPMScript
4229,ops2_get_sched_ctrl_group,RR,CPMScript
4251,ops2_get_sched_ctrl_grp_by_id,RR,CPMScript
4252,ops2_get_sched_ctrl_grp_list,RR,CPMScript
4254,ops2_get_sched_display_filter,RR,CPMScript
4253,ops2_get_sched_display_state,RR,CPMScript
4232,ops2_get_sched_job,RR,CPMScript
4240,ops2_get_sched_job_by_id,RR,CPMScript
4239,ops2_get_sched_job_group,RR,CPMScript
4247,ops2_get_sched_job_group_by_id,RR,CPMScript
4250,ops2_get_sched_trigger,RR,CPMScript
4226,ops2_get_schedule,RR,CPMScript
4236,ops2_get_schedule_state,RR,CPMScript
4255,ops2_get_spread_display_filter,RR,CPMScript
4241,ops2_import_job_template,RR,CPMScript
4242,ops2_initialize_control_group,RR,CPMScript
4245,ops2_initialize_job,RR,CPMScript
4248,ops2_initialize_job_group,RR,CPMScript
4201,ops2_modify_control_group,RR,CPMScript
4222,ops2_modify_dependency,RR,CPMScript
4212,ops2_modify_job,RR,CPMScript
4217,ops2_modify_job_group,RR,CPMScript
4207,ops2_modify_job_template,RR,CPMScript
4228,ops2_modify_sched_ctrl_group,RR,CPMScript
4231,ops2_modify_sched_job,RR,CPMScript
4238,ops2_modify_sched_job_group,RR,CPMScript
4246,ops2_reinitialize_job,RR,CPMScript
4244,ops2_reinitialize_job_group,RR,CPMScript
4234,ops2_restore_job,RR,CPMScript
4235,ops2_restore_job_group,RR,CPMScript
4233,ops2_restore_job_template,RR,CPMScript
4605,ops_add_control_group,RR,CPMScript
4615,ops_add_dep,RR,CPMScript
4620,ops_add_dom,RR,CPMScript
4616,ops_add_dow,RR,CPMScript
4600,ops_add_job,RR,CPMScript
4618,ops_add_moy,RR,CPMScript
4841,ops_add_sched_ctl_grp,RR,CPMScript
4853,ops_add_sched_dep,RR,CPMScript
4641,ops_add_sched_parm,RR,CPMScript
4842,ops_add_sched_task,RR,CPMScript
4610,ops_add_task,RR,CPMScript
4622,ops_add_wom,RR,CPMScript
4626,ops_chg_control_group,RR,CPMScript
4633,ops_chg_dep,RR,CPMScript
4604,ops_chg_job,RR,CPMScript
4844,ops_chg_sched_ctl_grp,RR,CPMScript
4854,ops_chg_sched_dep_stat,RR,CPMScript
4849,ops_chg_sched_job_step,RR,CPMScript
4629,ops_chg_sched_parm,RR,CPMScript
4847,ops_chg_sched_task,RR,CPMScript
4852,ops_chg_sched_thresh,RR,CPMScript
4855,ops_chg_sched_thresh_step,RR,CPMScript
4606,ops_chg_step,RR,CPMScript
4611,ops_chg_task,RR,CPMScript
4645,ops_del_ctl_grp,RR,CPMScript
4646,ops_del_dep,RR,CPMScript
4621,ops_del_dom,RR,CPMScript
4617,ops_del_dow,RR,CPMScript
4644,ops_del_job,RR,CPMScript
4619,ops_del_moy,RR,CPMScript
4845,ops_del_sched_ctl_grp,RR,CPMScript
4851,ops_del_sched_task,RR,CPMScript
4642,ops_del_step,RR,CPMScript
4643,ops_del_task,RR,CPMScript
4623,ops_del_wom,RR,CPMScript
4625,ops_export_job,RR,CPMScript
4703,ops_export_sched_task,RR,CPMScript
4649,ops_export_task,RR,CPMScript
4648,ops_get_atr_ind,RR,CPMScript
4640,ops_get_cgtasklist,RR,CPMScript
4627,ops_get_control_group,RR,CPMScript
6000010,ops_get_control_group_gen,RR,CPMScript
4632,ops_get_dep,RR,CPMScript
4636,ops_get_dep_cnt,RR,CPMScript
4609,ops_get_dep_list,RR,CPMScript
4650,ops_get_import_task,RR,CPMScript
4840,ops_get_initialize,RR,CPMScript
4637,ops_get_jg,RR,CPMScript
4603,ops_get_job,RR,CPMScript
4630,ops_get_job_grp,RR,CPMScript
4601,ops_get_job_list,RR,CPMScript
4608,ops_get_occur,RR,CPMScript
4702,ops_get_one_sched_step,RR,CPMScript
4628,ops_get_preview,RR,CPMScript
4631,ops_get_prod_list,RR,CPMScript
4602,ops_get_requests,RR,CPMScript
4843,ops_get_sched_ctl_grp,RR,CPMScript
4701,ops_get_sched_dep_list,RR,CPMScript
4850,ops_get_sched_job,RR,CPMScript
4848,ops_get_sched_job_step,RR,CPMScript
4612,ops_get_sched_parm,RR,CPMScript
4700,ops_get_sched_state,RR,CPMScript
4704,ops_get_sched_stats,RR,CPMScript
4846,ops_get_sched_task,RR,CPMScript
4614,ops_get_schedule,RR,CPMScript
4634,ops_get_schedule_j,RR,CPMScript
4624,ops_get_step_list,RR,CPMScript
4613,ops_get_task,RR,CPMScript
4607,ops_get_task_list,RR,CPMScript
4638,ops_get_task_step,RR,CPMScript
4639,ops_get_task_steplist,RR,CPMScript
4249,ops_get_version,RR,CPMScript
4647,ops_import_jt,RR,CPMScript
4905,ops_purge_act,RR,CPMScriptBatch
4906,ops_purge_ref,RR,CPMScriptBatch
4810,ops_query,RR,OpsExec
4901,ops_rpt_act,RR,CPMScriptBatch
4902,ops_rpt_ref,RR,CPMScriptBatch
4635,ops_rpt_test,RR,CPMScriptBatch
4811,ops_run,RR,OpsExec
4890,ops_test_stat,RR,CPMScript
4815,ops_timezone,RR,OpsExec
15044,orc_add_advanced_delta,RR,CPMScript
10042,orc_add_alpha_responses,RR,CPMScript
10200,ORC_ADD_ASSAY_DOCUMENTATION,RR,CPMScript
10078,orc_add_assay_processing_r,RR,CPMScript
15021,orc_add_catalog_tat,RR,CPMScript
10065,orc_add_data_map,RR,CPMScript
15031,orc_add_dept_dup_check,RR,CPMScript
10032,orc_add_discrete_assay,RR,CPMScript
10201,orc_add_equation,RR,CPMScript
10204,orc_add_included_assays,RR,CPMScript
15033,orc_add_interp_data,RR,CPMScript
15054,orc_add_profile_resource_list,RR,CPMScript
10030,orc_add_profile_task_r,RR,CPMScript
10034,orc_add_ref_range,RR,CPMScript
15047,orc_add_related_assay,RR,CPMScript
10071,orc_add_serv_res_to_assay,RR,CPMScript
10070,orc_add_serv_res_to_catalog,RR,CPMScript
15000,orc_add_service_directory,RR,CPMScript
10237,orc_check_assay_task,RR,CPMScript
15046,orc_chg_advanced_delta,RR,CPMScript
15028,orc_chg_alpha_responses,RR,CPMScript
15013,orc_chg_assay_info,RR,CPMScript
10079,orc_chg_assay_processing_r,RR,CPMScript
10073,ORC_CHG_CATALOG_INFO,RR,CPMScript
15024,orc_chg_catalog_tat,RR,CPMScript
15004,orc_chg_data_map,RR,CPMScript
10207,orc_chg_equation,RR,CPMScript
15055,orc_chg_profile_resource_list,RR,CPMScript
10060,orc_chg_profile_task_r,RR,CPMScript
15049,orc_chg_related_assay,RR,CPMScript
15019,orc_chg_serv_res_to_assay,RR,CPMScript
15018,orc_chg_serv_res_to_catalog,RR,CPMScript
15001,orc_chg_task_assay_r,RR,CPMScript
10212,orc_chg_turnaround_time,RR,CPMScript
10081,orc_copy_assay,RR,CPMScriptBatch
15045,orc_del_advanced_delta,RR,CPMScript
10043,orc_del_alpha_responses,RR,CPMScript
15023,orc_del_catalog_tat,RR,CPMScript
15041,orc_del_data_map,RR,CPMScript
15032,orc_del_dept_dup_check,RR,CPMScript
10214,orc_del_equation,RR,CPMScript
15056,orc_del_profile_resource_list,RR,CPMScript
15048,orc_del_related_assay,RR,CPMScript
15006,orc_del_serv_res_from_assay,RR,CPMScript
15005,orc_del_serv_res_from_catalog,RR,CPMScript
10076,orc_del_task_assay_r,RR,CPMScript
15043,orc_get_advanced_delta,RR,CPMScript
15012,orc_get_assay_info,RR,CPMScript
10077,orc_get_assay_processing_r,RR,CPMScript
10041,orc_get_assay_resource_list_r,RR,CPMScript
10075,orc_get_assays_for_catalog,RR,CPMScript
15020,orc_get_billing_ind,RR,CPMScript
10072,ORC_GET_CATALOG_INFO,RR,CPMScript
15022,orc_get_catalog_tat,RR,CPMScript
15017,orc_get_concepts,RR,CPMScript
10063,orc_get_data_map,RR,CPMScript
15030,orc_get_dept_dup_check,RR,CPMScript
10028,orc_get_discrete_assay_info,RR,CPMScript
10224,orc_get_equation,RR,CPMScript
10227,orc_get_interp_data,RR,CPMScript
10061,orc_get_nomenclature_by_type,RR,CPMScript
10064,orc_get_numeric_alpha,RR,CPMScript
10038,orc_get_orc_resource_list_r,RR,CPMScript
10074,orc_get_orc_synonyms,RR,CPMScript
10080,orc_get_order_task_xref,RR,CPMScript
15053,orc_get_profile_resource_list,RR,CPMScript
10047,orc_get_profiles_for_assay,RR,CPMScript
10044,orc_get_ref_range,RR,CPMScript
15051,orc_get_related_assays,RR,CPMScript
15052,orc_get_resource_group,RR,CPMScript
15042,orc_get_result_template,RR,CPMScript
10069,orc_get_task_assays,RR,CPMScript
15015,orc_get_task_assays_by_concept,RR,CPMScript
15050,orc_ina_advanced_delta,RR,CPMScript
15029,orc_ina_alpha_responses,RR,CPMScript
15040,orc_ina_interp_data,RR,CPMScript
15016,orc_ina_numeric_alpha,RR,CPMScript
500223,ord_srv_add_all,RR,CPMScript
500436,ord_srv_add_new_notif,RR,CPMScript
500422,ord_srv_add_ops,RR,CPMScript
500245,ord_srv_cancel_orders,RR,CPMScript
500292,ord_srv_check_cs_status,RR,CPMScript
500291,ord_srv_check_cs_status.prg,RR,CPMScript
500421,ord_srv_check_template_status,RR,CPMScript
500440,ord_srv_chg_admin_clear_notif,RR,CPMScript
500388,ord_srv_chg_appr_medstud_rev,RR,CPMScript
500437,ord_srv_chg_complete_notif,RR,CPMScript
500414,ord_srv_chg_review,RR,CPMScript
500275,ord_srv_chg_rx_review,RR,CPMScript
500438,ord_srv_chg_void_notif,RR,CPMScript
500420,ord_srv_complete_template,RR,CPMScript
500396,ord_srv_demog_chg,RR,CPMScript
500434,ord_srv_get_code_def,RR,CPMScript
500442,ord_srv_get_eco_info,RR,CPMScript
500457,ord_srv_get_encntr_perfloc,RR,CPMScript
500222,ord_srv_get_freqtype,RR,CPMScript
500274,ord_srv_get_last_action,RR,CPMScript
500419,ord_srv_get_last_inst,RR,CPMScript
500397,ord_srv_get_latest_details,RR,CPMScript
500444,ord_srv_get_next_inst_dt_tm,RR,CPMScript
500413,ord_srv_get_orc_review,RR,CPMScript
500276,ord_srv_get_order_by_encntr,RR,CPMScript
500439,ord_srv_get_order_rec,RR,CPMScript
500459,ord_srv_get_prebuilt_iv_sets,RR,CPMScript
500382,ord_srv_get_review_info,RR,CPMScript
500458,ord_srv_get_sents_for_av,RR,CPMScript
500441,ord_srv_get_stat_now_count,RR,CPMScript
500472,ord_srv_get_tasks_for_templts,RR,CPMScript
500306,ord_srv_load_ff_cache,RR,CPMScript
500406,ORD_SRV_LOCK_PERSON,RR,CPMScript
500408,ORD_SRV_RESTORE_ORDER,RR,CPMScript
500435,ord_srv_upd_all_ord_review,RR,CPMScript
500417,ord_srv_upd_eso_flds,RR,CPMScript
500224,ord_srv_upd_order,RR,CPMScript
967632,order_notification_counts,RR,CPMScript
680019,ordercatalog_discover_keys,RR,CPMScript
680020,ordercatalog_lookup_keys,RR,CPMScript
680024,ORDERDETAIL_DISCOVER_KEYS,RR,CPMScript
680025,ORDERDETAIL_LOOKUP_KEYS,RR,CPMScript
680032,orderentrydetail_discover_keys,RR,CPMScript
680033,orderentrydetail_lookup_keys,RR,CPMScript
680026,orderformat_discover_keys,RR,CPMScript
680027,orderformat_lookup_keys,RR,CPMScript
655255,OrderFormatsByCriteria,RPC,Scheduling
477686,OrderingPhysicianChange,RPC,StudyValidation
680058,orderprivilege_lookup_keys,RR,CPMScript
3072000,ORDERPRO_TEST1,RR,CPM.EKS
680210,Orders_AddClaims,RPC,ordersmanagement
680407,Orders_CalculateDispenseDoses,RPC,ordersscheduling
680405,Orders_CalculateDuration,RPC,ordersscheduling
680404,Orders_CalculateFirstOccurrenceAndStopTime,RPC,ordersscheduling
680402,Orders_CalculateOccurrencesByDateRange,RPC,ordersscheduling
680403,Orders_CalculateOccurrencesByDuration,RPC,ordersscheduling
680401,Orders_CalculateOccurrencesToStopDate,RPC,ordersscheduling
680802,Orders_DeferDailyReviewResponsibility,RPC,dailyreviewmanagement
680410,Orders_GetActivatedPharmacyOrderSchedule,RPC,ordersscheduling
680221,Orders_GetAdvancedSearchSuggestions,RPC,orderssearchsuggest
680214,Orders_GetClaimsByPatient,RPC,ordersquery
680215,Orders_GetClaimsByPatientNextPage,RPC,ordersquery
680252,Orders_GetConfidentialityLabelsByOrderId,RPC,ordersquery
680855,Orders_GetDailyReviewHistoryByOrderId,RPC,dailyreviewquery
680860,Orders_GetDailyReviewProfile,RPC,dailyreviewquery
680851,Orders_GetDailyReviewsByPatientId,RPC,dailyreviewquery
680850,Orders_GetDailyReviewsByResponsibleProviderId,RPC,dailyreviewquery
680219,Orders_GetFormularyStatusBySynonyms,RPC,ordersreference
680408,Orders_GetModifiedPharmacyOrderSchedule,RPC,ordersscheduling
680409,Orders_GetNewPharmacyOrderSchedule,RPC,ordersscheduling
680406,Orders_GetOccurrenceByReferenceTime,RPC,ordersscheduling
680202,Orders_GetOrderProfile,RPC,ordersquery
680203,Orders_GetOrderProfileNextPage,RPC,ordersquery
680205,Orders_GetOrderProposalsById,RPC,ordersquery
680204,Orders_GetOrdersById,RPC,ordersquery
680253,Orders_GetOrdersByOriginatingEncounterId,RPC,ordersquery
680411,Orders_GetRenewedPharmacyOrderSchedule,RPC,ordersscheduling
680412,Orders_GetRescheduledPharmacyOrderSchedule,RPC,ordersscheduling
680413,Orders_GetResumedPharmacyOrderSchedule,RPC,ordersscheduling
680206,Orders_GetRoutingInformationByPatient,RPC,erxroutinginfo
680220,Orders_GetSearchSuggestions,RPC,orderssearchsuggest
680200,Orders_GetSeparatedOrderProfile,RPC,ordersquery
680201,Orders_GetSeparatedOrderProfileNextPage,RPC,ordersquery
680216,Orders_GetTherapeuticCategoriesBySynonyms,RPC,ordersreference
680212,Orders_GetTherapeuticCategoryItemsByCriteria,RPC,ordersreference
680254,Orders_ManageConfidentialityLabelsByOrderId,RPC,ordersmanagement
680217,Orders_ManageOrders,RPC,ordersmanagement
680218,Orders_ManageOrdersAsync,RDM,ordersmanagementasync
680226,Orders_ManageReviews,RPC,ordersmanagement
680800,Orders_ResolveDailyReviews,RPC,dailyreviewmanagement
680801,Orders_ResolveDailyReviewsAsync,RDM,dailyreviewmanagementasync
680207,Orders_RoutePrescriptionOrderRequisitions,RPC,ordersmanagement
680211,Orders_SearchSynonyms,RPC,ordersreference
680213,Orders_SearchTherapeuticCategories,RPC,ordersreference
655254,OrdersByAppointmentTypeRetrieval,RPC,Scheduling
659940,OrdersManage,RPC,Scheduling
659939,OrdersWrite,RPC,Scheduling
680021,ordersynonym_discover_keys,RR,CPMScript
680022,ordersynonym_lookup_keys,RR,CPMScript
3202521,OrganizationSearch,RPC,OrganizationRetrieval
560213,ORM.AddAdHocOrderAsynch,RDM,ORM.OrderWrite
560214,ORM.AddAdHocOrderSynch,RR,ORM.OrderWriteSynch
560210,ORM.DiscernOrderWriteSynch,RR,ORM.OrderWriteSynch
560500,ORM.ExplodeContOrder,RDM,ORM.ExplodeContOrder
560501,ORM.ExplodeContOrderBatch,RDM,ORM.ExplodeContOrder
560000,ORM.FmtQuery,RR,ORMFmt
560001,ORM.FmtUpdate,RR,ORMFmt
560209,ORM.OrderCancelByEncntr,RDM,ORM.OrderWrite
560212,ORM.OrderCheckIn,RDM,ORM.OrderWrite
560211,ORM.OrderCheckInSynch,RR,ORM.OrderWriteSynch
560204,ORM.OrderModifyComment,RDM,ORM.OrderWrite
560205,ORM.OrderModifyCommentSynch,RR,ORM.OrderWriteSynch
560203,ORM.OrderReview,RDM,ORM.OrderWrite
560202,ORM.OrderReviewSynch,RR,ORM.OrderWriteSynch
560200,ORM.OrderWrite,RDM,ORM.OrderWrite
560201,ORM.OrderWriteSynch,RR,ORM.OrderWriteSynch
500737,orm_add_act_types_all_orders,RR,CpmScript
500075,orm_add_actfmt,RR,CPMScript
500141,orm_add_aos_cat_info,RR,CPMScript
600095,orm_add_careplan,RR,CPMScript
500178,orm_add_careset,RR,CPMScript
500356,orm_add_copy_format,RR,CPMScript
500727,orm_add_custom_pat_pref_pharm,RR,CPMScript
500072,orm_add_depend_domain,RR,CPMScript
500576,ORM_ADD_ECO_QUEUE,RR,CPMScript
500251,orm_add_error,RR,CPMScript
500715,orm_add_erx_activity_log,RR,CPMScript
500431,orm_add_favorites,RR,CPMScript
500031,orm_add_fields,RR,CPMScript
500215,orm_add_flex_printer,RR,CPMScript
500213,orm_add_flex_rtg,RR,CPMScript
500027,orm_add_fmtflds,RR,CPMScript
500023,orm_add_format,RR,CPMScript
500098,ORM_ADD_GROUP,RR,CPMScript
500120,ORM_ADD_GRP_COMP,RR,CPMScript
500136,orm_add_notprim_task,RR,CPMScript
500068,orm_add_oadepend,RR,CPMScript
500009,orm_add_ocentry,RR,CPMScript
500051,orm_add_oeflex,RR,CPMScript
680103,orm_add_ord_supply_review_info,RR,CPMScript
500511,orm_add_order_compliance,RR,CPMScript
500510,orm_add_order_reconciliation,RR,CPMScript
500360,orm_add_order_sentence,RR,CPMScript
500350,orm_add_order_sentences,RR,CPMScript
500082,orm_add_order_task,RR,CPMScript
500348,orm_add_os_syn_reltn,RR,CPMScript
500212,orm_add_output_route,RR,CPMScript
500118,orm_add_pos_order_task,RR,CPMScript
500100,ORM_ADD_PPR_RELTN,RR,CPMScript
500384,orm_add_priority,RR,CPMScript
500094,ORM_ADD_PRIV,RR,CPMScript
500086,ORM_ADD_PRIV_EXCEPT,RR,CPMScript
500672,orm_add_ref_text,RR,CPMScript
500061,orm_add_reqflxrtgopt,RR,CPMScript
500103,orm_add_reqopt,RR,CPMScript
500063,orm_add_reqoptdest,RR,CPMScript
510205,orm_add_rtpb_responses,RR,CPMScript
500168,orm_add_rx_oc_info,RR,CPMScript
500126,orm_add_syn_task,RR,CPMScript
500133,orm_add_task_notprim,RR,CPMScript
500128,orm_add_task_syn,RR,CPMScript
120010,orm_cancel_journal,RR,CPMScript
600091,orm_check_careplan,RR,CPMScript
500007,orm_check_synonym,RR,CPMScript
500713,orm_check_valid_encounter,RR,CPMScript
500074,orm_chg_depend_domain,RR,CPMScript
500277,orm_chg_dept_stat,RR,CPMScript
500231,orm_chg_eco_queue,RR,CPMScript
500033,orm_chg_fields,RR,CPMScript
500029,orm_chg_fmtflds,RR,CPMScript
500661,orm_chg_notification_period,RR,CPMScript
500070,orm_chg_oadepend,RR,CPMScript
500130,ORM_CHG_OC_TEXT,RR,CPMScript
500053,orm_chg_oeflex,RR,CPMScript
500229,orm_chg_ord_stat_to_ip,RR,CPMScript
500043,ORM_CHG_ORDER_CATALOG,RR,CPMScript
500451,orm_chg_order_encntr_group,RR,CPMScript
500085,orm_chg_order_task,RR,CPMScript
500250,orm_chg_otx_primtask,RR,CPMScript
500087,ORM_CHG_PRIVILEGE,RR,CPMScript
500104,orm_chg_reqopt,RR,CPMScript
500057,orm_chg_reqroutes,RR,CPMScript
500171,orm_chg_rx_oc_info,RR,CPMScript
500484,orm_chk_amb_med_hist,RR,CpmScript
500724,orm_chk_invalid_dose,RR,CPMScript
500398,ORM_CNCL_ORDER_UPDATE,RR,CPMScriptBatch
500395,ORM_COMP_ORDER_UPDATE,RR,CPMScriptBatch
500298,ORM_CONT_ORD_UPDATE,RR,CPMScriptBatch
501001,ORM_COPY_ORDER_FAVORITE,RR,CPMScript
500344,orm_copy_order_sentence,RR,CPMScript
501002,ORM_COPY_PLAN_FAVORITE,RR,CPMScript
500786,orm_cs_activity_report_ops,RR,CPMScript
500736,orm_del_act_types_all_orders,RR,CpmScript
500678,orm_del_aos_categories,RR,CPMScript
500728,orm_del_custom_pat_pref_pharm,RR,CPMScript
500073,orm_del_depend_domain,RR,CPMScript
500411,orm_del_diagnosis,RR,CPMScript
500226,orm_del_eco_queue,RR,CPMScript
500432,orm_del_favorites,RR,CPMScript
500032,orm_del_fields,RR,CPMScript
500028,orm_del_fmtflds,RR,CPMScript
500024,orm_del_format,RR,CPMScript
500101,ORM_DEL_GRP_COMP,RR,CPMScript
500093,ORM_DEL_LOG_GROUP_EXCEPTION,RR,CPMScript
500662,orm_del_notification_period,RR,CPMScript
500135,orm_del_notprim_task,RR,CPMScript
500069,orm_del_oadepend,RR,CPMScript
500131,ORM_DEL_OC_TEXT,RR,CPMScript
500052,orm_del_oeflex,RR,CPMScript
500401,orm_del_order_sentence,RR,CPMScript
500345,orm_del_order_sentences,RR,CPMScript
500084,orm_del_order_task,RR,CPMScript
500119,orm_del_pos_order_task,RR,CPMScript
500113,ORM_DEL_PPR_RELTN,RR,CPMScript
500400,orm_del_priority_flexing,RR,CPMScript
500089,ORM_DEL_PRIV_EXCEPT,RR,CPMScript
500065,orm_del_reqflxrtgdest,RR,CPMScript
500062,orm_del_reqopt,RR,CPMScript
500056,orm_del_reqroutes,RR,CPMScript
500127,orm_del_syn_task,RR,CPMScript
500134,orm_del_task_notprim,RR,CPMScript
500129,orm_del_task_syn,RR,CPMScript
500173,orm_dup_check_ind,RR,CPMScript
500410,orm_ens_diagnosis,RR,CPMScript
500320,orm_fso_get_alg_dia,RR,CPMScript
120013,orm_get_accession_for_order,RR,CPMScript
120003,orm_get_accession_verify,RR,CPMScript
500735,orm_get_act_types_all_orders,RR,CpmScript
